央视,#genre#
长春市民,http://hdtv.haust.edu.cn/hls/jlu_ccsm.m3u8
长春经济,http://58.218.207.107:91/jliptv/1020_1.m3u8?st=tEZYL-UvNVNFEGNVmG8hCw&e=1621652792
长春经济,http://hdtv.haust.edu.cn/hls/jlu_ccjj.m3u8
辽宁卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
辽宁都市,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&amp;playtoken=ABCDEFGHI&amp;programid=4200000026.m3u8
辽宁都市,http://hdtv.haust.edu.cn/hls/hls88.m3u8
辽宁经济,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&amp;playtoken=ABCDEFGHI&amp;programid=4200000188.m3u8
辽宁经济,
辽宁生活,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&amp;playtoken=ABCDEFGHI&amp;programid=4200000190.m3u8
辽宁生活,http://hdtv.haust.edu.cn/hls/hls96.m3u8
辽宁影视剧,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&amp;playtoken=ABCDEFGHI&amp;programid=4200000027.m3u8
辽宁影视剧,http://hdtv.haust.edu.cn/hls/hls97.m3u8
辽宁公共,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&amp;playtoken=ABCDEFGHI&amp;programid=4200000262.m3u8
辽宁公共,
辽宁教育青少,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&amp;playtoken=ABCDEFGHI&amp;programid=4200000191.m3u8
辽宁教育青少,http://hdtv.haust.edu.cn/hls/hls99.m3u8
辽宁体育,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&amp;playtoken=ABCDEFGHI&amp;programid=4200000028.m3u8
辽宁体育,http://hdtv.haust.edu.cn/hls/hls3.m3u8
辽宁北方,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&amp;playtoken=ABCDEFGHI&amp;programid=4200000030.m3u8
辽宁北方,http://hdtv.haust.edu.cn/hls/hls55.m3u8
辽宁文化共享,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&amp;playtoken=ABCDEFGHI&amp;programid=4200000275.m3u8
北方导视,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000187
新动漫,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240321_1/playlist.m3u8?CONTENTID=00000110240321_1
新动漫,http://hdtv.haust.edu.cn/hls/hls64.m3u8
沈阳新闻综合,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000059
沈阳新闻综合,http://hdtv.haust.edu.cn/hls/hls142.m3u8
沈阳新闻综合,http://hdtv.haust.edu.cn/hls/hls9.m3u8
电子体育,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000143
收藏天下,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000155
津冀晋,#genre#
天津卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
天津新闻-,
天津文艺-,
天津影视-,
天津都市-,
天津体育-,
天津科教-,
天津少儿-,
天津4K-,
河北卫视,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221227001/1.m3u8
河北卫视,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226507/1.m3u8
河北都市,http://live3.plus.hebtv.com/hbdsx/hd/live.m3u8
河北都市,http://jwplay.hebyun.com.cn/live/hbdstv/1500k/tzwj_video.m3u8
河北经济生活,http://live2.plus.hebtv.com/jjshx/hd/live.m3u8
河北经济生活,http://jwplay.hebyun.com.cn/live/hbjjtv/1500k/tzwj_video.m3u8
河北影视剧,http://live6.plus.hebtv.com/hbysx/hd/live.m3u8
河北影视剧,http://jwplay.hebyun.com.cn/live/hbystv/1500k/tzwj_video.m3u8
河北公共,http://live7.plus.hebtv.com/hbggx/hd/live.m3u8
河北公共,http://jwplay.hebyun.com.cn/live/hbggtv/1500k/tzwj_video.m3u8
河北农民,http://live3.plus.hebtv.com/nmpdx/hd/live.m3u8
河北农民,http://jwplay.hebyun.com.cn/live/hbnmtv/1500k/tzwj_video.m3u8
河北少儿科教,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
石家庄新闻综合,https://jwplay.hebyun.com.cn/live/sjzxwzhtv/1500k/tzwj_video.m3u8
石家庄新闻综合,http://tydl2021.chxjon.cn/iptv/qq2383132354/hbsjz.php?id=2
石家庄都市,http://tydl2021.chxjon.cn/iptv/qq2383132354/hbsjz.php?id=5
石家庄娱乐,http://tydl2021.chxjon.cn/iptv/qq2383132354/hbsjz.php?id=3
石家庄生活,http://tydl2021.chxjon.cn/iptv/qq2383132354/hbsjz.php?id=4
山西卫视,http://httpdvb.slave.shuliyun.com:13164/playurl.m3u8?accesstoken=S102FA4EV1FC5648TA23EA54JBEBECE54M1CF0B14ID199CAB7PBBAB5&playtoken=&programid=4200000166&playtype=live&protocol=hls
山西卫视,http://tydl2021.chxjon.cn/iptv/qq2383132354/yfy.php?id=54
山西卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001038/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山西经济科技,http://live3.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiFinance&start=0&provider=www.tvmining.com
山西经济科技,http://218.26.188.207/flvss?bitrate=800000&amp;channel=Shan1XiFinance
山西影视,http://live2.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiFilm&start=0&provider=www.tvmining.com
山西影视,http://218.26.188.211/flvss?bitrate=512000&amp;channel=Shan1XiFilm
山西社会法制,http://live3.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiEdu&start=0&provider=www.tvmining.com
山西社会法制,http://218.26.188.207/flvss?bitrate=256000&amp;channel=Shan1XiEdu
山西公共,http://live3.sxrtv.com/flvss?bitrate=800000&channel=Shan1XiPublic&start=0&provider=www.tvmining.com
山西公共,http://218.26.188.211/flvss?bitrate=800000&amp;channel=Shan1XiPublic
山西少儿-,
山西黄河,http://live3.sxrtv.com/flvss?bitrate=512000&channel=HuangHeNews&start=0&provider=www.tvmining.com
山西黄河,http://218.26.188.211/flvss?bitrate=512000&amp;channel=HuangHeNews
太原1,http://tytv-hls.cutv.com/49VAfrw/500/46oo4V0.m3u8?sign=4a4e61f475dc58cfe88fd173a4656604&t=c81e62a4
太原2,http://tytv-hls.cutv.com/u8BmT6h/500/14ru4B0.m3u8?sign=8e8d4c2a8a3909df6b105c328ed3a2b8&t=c81e7746
太原3,http://tytv-hls.cutv.com/phsry3e/500/j9p4s0y.m3u8?sign=8adfe62c756324eed52e464136e6c838&t=c81e5a61
太原教育,http://playhls.shineoninteraction.top/taiyuan/800fb160-44eb-11eb-8ae6-fa26000167fb.m3u8
豫鲁苏,#genre#
河南卫视,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226947/index.m3u8
河南卫视,http://ivi.bupt.edu.cn/hls/hnhd.m3u8
河南卫视,http://101.71.255.229:6610/zjhs/2/10153/1000.m3u8?virtualDomain=zjhs.live_hls.zte.com
河南新闻,http://hd1.91kds.cn/b9/hatv.m3u8?id=hatv6
河南新闻,https://s.vnshu.com/2gB0XV
河南新闻,http://tvcdn.stream3.hndt.com/tv/0325f1d561144613b9c90adc64ddbdc8_transios/playlist.m3u8?wsSecret=fbfd2628a2c4c75fdfd9f843f934f16d&wsTime=1621518918
河南新闻,http://149.129.100.78/dxxw.php?id=149
河南都市,http://hd1.91kds.cn/b9/hatv.m3u8?id=hatv2
河南都市,https://s.vnshu.com/tbvI4
河南都市,http://tvcdn.stream3.hndt.com/tv/e775d12dd48d4731ae8bdea77dd1e9f9_transios/playlist.m3u8?wsSecret=79ae5dabb56b0d951fcb4a6c0259d594&wsTime=1621518638
河南民生,http://hd1.91kds.cn/b9/hatv.m3u8?id=hatv3
河南民生,https://s.vnshu.com/3XhTII
河南民生,http://117.158.206.60:9080/live/live29_tzwj_500k.m3u8
河南民生,http://tvcdn.stream3.hndt.com/tv/6b5076ef2e1f4185b629d3d3db4fb476_transios/playlist.m3u8?wsSecret=5fe646087774c29d84a2a5985dfea3f8&wsTime=1621518783
河南法制,http://hd1.91kds.cn/b9/hatv.m3u8?id=hatv4
河南法制,https://s.vnshu.com/3NMngX
河南法制,http://tvcdn.stream3.hndt.com/tv/88464421a8cd4ae88199f19b4c27ff0d_transios/playlist.m3u8?wsSecret=d1307324e5d8595114fba68f986419f8&wsTime=1621518658
河南电视剧,http://hd1.91kds.cn/b9/hatv.m3u8?id=hatv5
河南电视剧,https://s.vnshu.com/2Ht7en
河南电视剧,http://tvcdn.stream3.hndt.com/tv/af5c15b361b647ec8549eaae815916a0_transios/playlist.m3u8?wsSecret=fc81d330f070536d71c043b157772d43&wsTime=1621518783
河南公共,http://hd1.91kds.cn/b9/hatv.m3u8?id=hatv8
河南公共,https://s.vnshu.com/3rYoWn
河南公共,http://tvcdn.stream3.hndt.com/tv/64eed945d15c4a55b5962ea3da44f80f_transios/playlist.m3u8?wsSecret=2df1d32b4b6cdcae2cbbf5f690bf499b&wsTime=1621518658
河南乡村,http://hd1.91kds.cn/b9/hatv.m3u8?id=hatv9
河南乡村,https://s.vnshu.com/3ANPRj
河南乡村,http://tvcdn.stream3.hndt.com/tv/4ba68fd1b8b442d7a408a260592a5592_transios/playlist.m3u8?wsSecret=52a14072b86a58c6e92eef5c38e46ca8&wsTime=1621518783
河南国际,http://hd1.91kds.cn/b9/hatv.m3u8?id=hatv10
河南国际,https://s.vnshu.com/4Rw2Tw
河南国际,http://tvcdn.stream3.hndt.com/tv/d7d843b7f7f649d39bc57c8d29e9fe33_transios/playlist.m3u8?wsSecret=9f6d9df69d9294eb23e56e64771aa567&wsTime=1621518783
河南梨园频道,http://39.135.138.6:6610/PLTV/88888888/224/3221225581/2/index.m3u8
河南梨园频道,http://117.158.206.60:9080/live/lypd.m3u8
河南梨园频道,https://s.vnshu.com/1tvsLc
河南武术世界,http://39.135.138.6:6610/PLTV/88888888/224/3221225508/2/index.m3u8
河南武术世界,http://117.158.206.60:9080/live/wssj.m3u8
河南武术世界,http://tydl2021.chxjon.cn/iptv/qq2383132354/gzyx.php?id=wssj
河南武术世界,https://s.vnshu.com/1suBNS
河南武术世界,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&playtoken=ABCDEFGHI&programid=4200000202.m3u8
河南文物宝库,http://117.158.206.60:9080/live/wwbk.m3u8
河南文物宝库,http://hdtv.haust.edu.cn/hls/hls22.m3u8
河南文物宝库,https://s.vnshu.com/1UsfIF
河南文物宝库,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5CA2B7CAU3090C010K77540044IFB84556FPBM3220A5DV1044EZ33519WE22942B42A1&playtoken=ABCDEFGHI&programid=4200000204.m3u8
晴彩中原,http://hd1.91kds.cn/b9/hatv.m3u8?id=hatv11
晴彩中原,http://hndxrm1.8686c.com/live/live30_tzwj_500k.m3u8
晴彩中原,http://117.158.206.60:9080/live/live30_tzwj_500k.m3u8
晴彩中原,https://s.vnshu.com/1lhnvg
郑州新闻综合,http://stream1.zztv.tv/zhpd/sd/live.m3u8
郑州商都,http://stream2.zztv.tv/zztv2/sd/live.m3u8
郑州文体旅游,http://stream1.zztv.tv/zztv3/sd/live.m3u8
郑州影视戏曲,http://stream2.zztv.tv/zztv4/sd/live.m3u8
郑州妇女儿童,http://stream1.zztv.tv/zztv5/sd/live.m3u8
郑州都市生活,http://stream2.zztv.tv/zztv6/sd/live.m3u8
山东卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001341/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东新闻,http://livealone302.iqilu.com/iqilu/ggpd.m3u8
山东齐鲁,http://livealone302.iqilu.com/iqilu/qlpd.m3u8
山东齐鲁,http://150.138.8.143/00/SNM/CHANNEL00000313/index.m3u8
山东齐鲁,http://150.138.8.143/00/SNM/CHANNEL00000052/index.m3u8
山东文旅,http://livealone302.iqilu.com/iqilu/yspd.m3u8
山东生活,http://livealone302.iqilu.com/iqilu/shpd.m3u8
山东生活,http://150.138.8.143/00/SNM/CHANNEL00000055/index.m3u8
山东影视,http://150.138.8.143/00/SNM/CHANNEL00000056/index.m3u8
山东综艺,http://livealone302.iqilu.com/iqilu/zypd.m3u8
山东综艺,http://150.138.8.143/00/SNM/CHANNEL00000054/index.m3u8
山东公共,http://150.138.8.143/00/SNM/CHANNEL00000314/index.m3u8
山东公共,http://150.138.8.143/00/SNM/CHANNEL00000053/index.m3u8
山东体育,http://livealone302.iqilu.com/iqilu/typd.m3u8
山东体育,http://150.138.8.143/00/SNM/CHANNEL00000057/index.m3u8
山东农科,http://livealone302.iqilu.com/iqilu/nkpd.m3u8
山东农科,http://150.138.8.143/00/SNM/CHANNEL00000058/index.m3u8
山东少儿,http://livealone302.iqilu.com/iqilu/sepd.m3u8
山东少儿,http://150.138.8.143/00/SNM/CHANNEL00000059/index.m3u8
山东国际,http://livealone302.iqilu.com/iqilu/gjpd.m3u8
山东国际,http://150.138.8.143/00/SNM/CHANNEL00000060/index.m3u8
山东教育卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001317/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
济南新闻-,
济南都市-,
济南影视-,
济南娱乐-,
济南生活-,
济南商务-,
济南少儿-,
济南发布-,
济南铁路电视,https://jsylivealone302.iqilu.com/jitie/jitie_tv01/index.m3u8
江苏卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏公共新闻,http://183.207.248.71/gitv/live1/G_JSGG/G_JSGG
江苏公共新闻,http://223.110.241.150:6610/gitv/live1/G_JSGG/G_JSGG
江苏公共新闻,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221225925/index.m3u8
江苏综艺,http://183.207.248.71/gitv/live1/G_JSZY/G_JSZY
江苏综艺,http://223.110.241.150:6610/gitv/live1/G_JSZY/G_JSZY
江苏城市,http://183.207.248.71/gitv/live1/G_JSCS/G_JSCS
江苏城市,http://223.110.241.150:6610/gitv/live1/G_JSCS/G_JSCS
江苏影视,http://183.207.248.71/gitv/live1/G_JSYS/G_JSYS
江苏影视,http://223.110.241.150:6610/gitv/live1/G_JSYS/G_JSYS
江苏体育休闲,http://183.207.248.71/gitv/live1/G_JSTY/G_JSTY
江苏体育休闲,http://223.110.241.150:6610/gitv/live1/G_JSTY/G_JSTY
江苏教育,http://183.207.248.71/gitv/live1/G_JSJY/G_JSJY
江苏教育,http://223.110.241.150:6610/gitv/live1/G_JSJY/G_JSJY
江苏教育,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225923/index.m3u8
江苏国际-,
优漫卡通,http://111.20.105.60:6060/yinhe/2/ch00000090990000001065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏靓妆,http://39.135.138.6:6610/PLTV/88888888/224/3221225509/2/index.m3u8
江苏靓妆,http://hdtv.haust.edu.cn/hls/hls46.m3u8
江苏靓妆,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=http&accesstoken=R5EDED88FU30990082K776ABB09I32F98767PBM323A1A7V0Z9C465W1616B8D311E6D9E9&programid=4200900068&playtoken=ABCDEFGHI
江苏财富天下,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240148_1/playlist.m3u8
江苏财富天下,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221226145/1/index.m3u8?fmt=ts2hls
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京新闻综合,http://223.110.241.150:6610/gitv/live1/G_NJXW/G_NJXW/
南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
南京信息,http://223.110.241.150:6610/gitv/live1/G_NJXX/G_NJXX/
南京生活,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京生活,http://223.110.241.150:6610/gitv/live1/G_NJSH/G_NJSH/
南京影视,http://223.110.241.150:6610/gitv/live1/G_NJYS/G_NJYS/
南京影视,http://183.207.248.103/ott.js.chinamobile.com/PLTV/3/224/3221227719/index.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京娱乐,http://223.110.241.150:6610/gitv/live1/G_NJYL/G_NJYL/
南京教科,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
南京教科,http://223.110.241.150:6610/gitv/live1/G_NJJK/G_NJJK/
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京少儿,http://223.110.241.150:6610/gitv/live1/G_NJSE/G_NJSE/
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京十八,http://223.110.241.150:6610/gitv/live1/G_NJSB/G_NJSB/
渝鄂湘,#genre#
重庆卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001297/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
重庆卫视,https://zbxclive.cbg.cn/app_2/ls_2.stream/playlist.m3u8
重庆新闻,https://zbxclive.cbg.cn/app_2/ls_3.stream/playlist.m3u8
重庆新闻,http://home.lpfcdn.com:4000/udp/235.254.197.104:7980

重庆影视,http://home.lpfcdn.com:4000/udp/235.254.197.105:7980

重庆时尚生活,http://home.lpfcdn.com:4000/udp/235.254.197.107:7980


重庆文体娱乐,http://home.lpfcdn.com:4000/udp/235.254.197.108:7980
重庆新农村,http://home.lpfcdn.com:4000/udp/235.254.197.109:7980
重庆科教,http://home.lpfcdn.com:4000/udp/235.254.197.111:7980

重庆社会与法,https://zbxclive.cbg.cn/app_2/ls_10.stream/playlist.m3u8
重庆社会与法,http://home.lpfcdn.com:4000/udp/235.254.197.106:7980
重庆少儿,http://home.lpfcdn.com:4000/udp/235.254.197.110:7980

重庆国际-,

重庆融媒,http://home.lpfcdn.com:4000/udp/235.254.197.114:7980
重庆手持电视,http://home.lpfcdn.com:4000/udp/235.254.197.115:7980
重庆移动1,http://qxlmlive.cbg.cn:1935/app_2/ls_56.stream/chunklist.m3u8
重庆移动2,http://qxlmlive.cbg.cn:1935/app_2/ls_57.stream/chunklist.m3u8
重庆移动3,http://qxlmlive.cbg.cn:1935/app_2/ls_58.stream/chunklist.m3u8
重庆汽摩,http://39.135.138.6:6610/PLTV/88888888/224/3221225506/2/index.m3u8
重庆汽摩,http://39.135.138.6:6610/PLTV/88888888/224/3221225506/2/index.m3u8?fmt=ts2hls
http://home.lpfcdn.com:4000/udp/235.254.197.117:7980
湖北卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖北综合,http://116.211.156.28/live.local18.ctlcdn.com/00000110240226_1/encoder/0/playlist.m3u8
湖北经视,http://116.211.156.28/live.local18.ctlcdn.com/00000110240227_1/encoder/0/playlist.m3u8
湖北公共新闻,http://116.211.156.28/live.local18.ctlcdn.com/00000110240229_1/encoder/0/playlist.m3u8
湖北影视,http://116.211.156.28/live.local18.ctlcdn.com/00000110240232_1/encoder/0/playlist.m3u8
湖北影视,http://live21-cjy.hbtv.com.cn/hbtv/hbtv-hbys.m3u8?auth_key=1619047694-8b7a07e0a2f811eb8b8d33e6945ba07c-0-560bfaf910a8559438a80ddacfafb276
湖北生活,http://116.211.156.28/live.local18.ctlcdn.com/00000110240231_1/encoder/0/playlist.m3u8
湖北体育休闲-,
湖北教育,http://116.211.156.28/live.local18.ctlcdn.com/00000110240230_1/encoder/0/playlist.m3u8
湖北陇上,http://116.211.156.28/live.local18.ctlcdn.com/00000110240228_1/encoder/0/playlist.m3u8
武汉广播,http://pili-live-hls.qnlive.appwuhan.com/jianwei/896.m3u8
湖南卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001339/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南经视,http://kjol.cc/proxy/hunan.php?id=280
湖南经视,http://stream.guihet.com/t/hunan.php?id=280
湖南都市,http://live.cooletv.com:80//Live/HNDS/shift.m3u8
湖南都市,http://kjol.cc/proxy/hunan.php?id=346
湖南都市,http://stream.guihet.com/t/hunan.php?id=346
湖南公共,http://live.cooletv.com:80//Live/HNGG/shift.m3u8
湖南公共,http://kjol.cc/proxy/hunan.php?id=261
湖南公共,http://stream.guihet.com/t/hunan.php?id=261
湖南娱乐,http://live.cooletv.com:80//Live/HNYL/shift.m3u8
湖南娱乐,http://kjol.cc/proxy/hunan.php?id=344
湖南娱乐,http://stream.guihet.com/t/hunan.php?id=344
湖南电影,http://live.cooletv.com:80//Live/XXDY/shift.m3u8
湖南电视剧,http://live.cooletv.com:80//Live/HNDSJ/shift.m3u8
湖南电视剧,http://kjol.cc/proxy/hunan.php?id=484
湖南电视剧,http://stream.guihet.com/t/hunan.php?id=484
湖南电视剧,http://149.129.100.78/hunan.php?id=484
湖南国际,http://live.cooletv.com:80//Live/GJPD/shift.m3u8
湖南国际,http://kjol.cc/proxy/hunan.php?id=229
湖南国际,http://stream.guihet.com/t/hunan.php?id=229
湖南金鹰纪实,http://111.20.105.60:6060/yinhe/2/ch00000090990000001699/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南金鹰卡通,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227018/1.m3u8
湖南金鹰卡通,http://111.20.105.60:6060/yinhe/2/ch00000090990000001067/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南先锋乒羽,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240320_1/playlist.m3u8?CONTENTID=00000110240320_1
湖南先锋乒羽,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226851/1.m3u8
湖南快乐垂钓,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226549/1.m3u8
湖南快乐垂钓,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226805/1.m3u8
湖南茶频道,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226548/1.m3u8
湖南茶频道,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226808/1.m3u8
湖南茶频道,http://39.134.176.148/PLTV/88888888/224/3221226744/index.m3u8
湖南茶频道,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226859/1.m3u8
长沙新闻,http://tydl2021.chxjon.cn/iptv/qq2383132354/mgtv.php?id=269
长沙新闻,http://phonetx.qing.mgtv.com/nn_live/nn_x64/cWlkPSZzPTJkYjZiODEwZjAyMDY5ODUzNmIzNGZhNGFiNjM2YzBjJmVzPTE2MjMxNDU3MTEmdXVpZD0zNzJmMjZlYmM3NTYzNWZiMmRmMzM3YmU4MjVkNjQ1NS03NzdiNDg3YSZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/CSXWMPP360.m3u8
长沙政法,http://tydl2021.chxjon.cn/iptv/qq2383132354/mgtv.php?id=254
长沙政法,http://175.6.15.9/nn_live/nn_x64/cWlkPSZzPWY3NTI3MjZkNmFmM2VlMDEzOGE3OTRkZTIyMDYzOWMyJmg9MTc1LjYuMTUuOSZ1dWlkPWI0ODRkMTQyMzVlZGU5M2Y3NzI5ZTcxY2Y3YzEyOTI5LTc3N2I0ODdhJnY9MiZhcz0wJmVzPTE2MjMxNDU5MjY,/CSZFMPP360.m3u8
长沙女性,http://tydl2021.chxjon.cn/iptv/qq2383132354/mgtv.php?id=230
长沙女性,http://175.6.15.15/nn_live/nn_x64/cWlkPSZzPWY1ODFhZmIwZmUyNmExNjlmZDdjMWM0MmQ3ZDQ1Yzk0Jmg9MTc1LjYuMTUuMTUmdXVpZD1hZTkwZjEzNTYzNDY0YTUyYjE1NTQ2MzNjMTM1MTYxMy03NzdiNDg3YSZ2PTImYXM9MCZlcz0xNjIzMTQ1OTUx/CSNXMPP360.m3u8
皖浙赣,#genre#
安徽卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
安徽卫视,http://zbbf2.ahtv.cn/live/749.m3u8
安徽经济生活,http://zbbf2.ahtv.cn/live/750.m3u8
安徽经济生活,http://zbbf1.ahtv.cn/live/750.flv
安徽公共,http://zbbf2.ahtv.cn/live/752.m3u8
安徽公共,http://zbbf1.ahtv.cn/live/752.flv
安徽影视,http://zbbf2.ahtv.cn/live/756.m3u8
安徽影视,http://zbbf1.ahtv.cn/live/756.flv
安徽农业科教,http://zbbf2.ahtv.cn/live/754.m3u8
安徽农业科教,http://zbbf1.ahtv.cn/live/754.flv
安徽综艺体育,http://zbbf2.ahtv.cn/live/758.m3u8
安徽综艺体育,http://zbbf1.ahtv.cn/live/758.flv
安徽人物,http://zbbf2.ahtv.cn/live/da9.m3u8
安徽人物,http://zbbf2.ahtv.cn/live/da9.flv
晴彩安徽,http://zbbf2.ahtv.cn/live/db9.m3u8
晴彩安徽,http://149.129.100.78/anhui.php?id=85
合肥新闻,http://223.244.92.30:808/2774goN/1000/live.m3u8
合肥财经,http://223.244.92.30:808/8Fvh9ro/1000/live.m3u8
合肥生活,http://223.244.92.30:808/xcd72q7/1000/live.m3u8
合肥公共,http://223.244.92.30:808/NlwQhy0/1000/live.m3u8
合肥故事休闲,http://223.244.92.30:808/52e58Sh/1000/live.m3u8
合肥教育法治,http://223.244.92.30:808/x91Hoz8/1000/live.m3u8
浙江卫视,http://111.20.105.60:6060/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江新闻,http://125.210.152.18:9090/live/ZJGG.m3u8
